Turbine ID,Temperature_Class_One_Week_Before,Average Pressure Score
575.000000,"1. Cold (under 7c)",34.923077
576.000000,"2. Cool ( 7c - 14c)",28.769231
577.000000,"1. Cold (under 7c)",14.538462
578.000000,"1. Cold (under 7c)",14.769231
579.000000,"1. Cold (under 7c)",34.230769
580.000000,"1. Cold (under 7c)",19.692308
581.000000,"3. (Warm 15c- 19c)",34.384615
582.000000,"1. Cold (under 7c)",26.307692
583.000000,"1. Cold (under 7c)",17.384615
584.000000,"3. (Warm 15c- 19c)",14.000000
585.000000,"1. Cold (under 7c)",37.923077
586.000000,"4. Hot  (20c and over)",15.692308
587.000000,"3. (Warm 15c- 19c)",29.076923
588.000000,"1. Cold (under 7c)",26.923077
589.000000,"1. Cold (under 7c)",16.846154
590.000000,"4. Hot  (20c and over)",15.692308
591.000000,"1. Cold (under 7c)",29.230769
592.000000,"1. Cold (under 7c)",31.461538
593.000000,"1. Cold (under 7c)",29.230769
594.000000,"2. Cool ( 7c - 14c)",24.307692
595.000000,"1. Cold (under 7c)",31.461538
596.000000,"1. Cold (under 7c)",31.538462
597.000000,"3. (Warm 15c- 19c)",29.076923
598.000000,"4. Hot  (20c and over)",26.461538
599.000000,"4. Hot  (20c and over)",23.769231
600.000000,"1. Cold (under 7c)",29.230769
601.000000,"1. Cold (under 7c)",37.923077
602.000000,"4. Hot  (20c and over)",23.769231
603.000000,"4. Hot  (20c and over)",15.692308
604.000000,"4. Hot  (20c and over)",26.461538
605.000000,"1. Cold (under 7c)",31.461538
606.000000,"3. (Warm 15c- 19c)",31.769231
607.000000,"2. Cool ( 7c - 14c)",25.769231
608.000000,"1. Cold (under 7c)",19.923077
609.000000,"3. (Warm 15c- 19c)",14.000000
610.000000,"1. Cold (under 7c)",26.923077
611.000000,"1. Cold (under 7c)",29.230769
612.000000,"4. Hot  (20c and over)",26.461538
613.000000,"3. (Warm 15c- 19c)",14.000000
614.000000,"2. Cool ( 7c - 14c)",22.538462
615.000000,"4. Hot  (20c and over)",23.769231
616.000000,"1. Cold (under 7c)",26.307692
617.000000,"1. Cold (under 7c)",31.461538
618.000000,"2. Cool ( 7c - 14c)",22.538462
619.000000,"4. Hot  (20c and over)",15.692308
620.000000,"1. Cold (under 7c)",19.923077
621.000000,"1. Cold (under 7c)",31.461538
622.000000,"3. (Warm 15c- 19c)",14.000000
623.000000,"1. Cold (under 7c)",16.846154
624.000000,"1. Cold (under 7c)",19.923077
625.000000,"1. Cold (under 7c)",26.307692
626.000000,"3. (Warm 15c- 19c)",14.000000
627.000000,"3. (Warm 15c- 19c)",14.000000
628.000000,"1. Cold (under 7c)",11.846154
629.000000,"4. Hot  (20c and over)",23.769231
630.000000,"1. Cold (under 7c)",31.461538
631.000000,"2. Cool ( 7c - 14c)",26.923077
632.000000,"1. Cold (under 7c)",18.538462
633.000000,"4. Hot  (20c and over)",24.307692
634.000000,"4. Hot  (20c and over)",15.692308
635.000000,"1. Cold (under 7c)",26.307692
636.000000,"1. Cold (under 7c)",31.461538
637.000000,"1. Cold (under 7c)",31.538462
638.000000,"2. Cool ( 7c - 14c)",25.769231
639.000000,"1. Cold (under 7c)",20.846154
640.000000,"1. Cold (under 7c)",19.923077
641.000000,"1. Cold (under 7c)",20.846154
642.000000,"1. Cold (under 7c)",20.846154
643.000000,"1. Cold (under 7c)",19.923077
644.000000,"1. Cold (under 7c)",29.230769
645.000000,"1. Cold (under 7c)",19.923077
646.000000,"4. Hot  (20c and over)",23.769231
647.000000,"4. Hot  (20c and over)",23.769231
648.000000,"1. Cold (under 7c)",31.538462
649.000000,"3. (Warm 15c- 19c)",17.769231
650.000000,"4. Hot  (20c and over)",23.769231
651.000000,"2. Cool ( 7c - 14c)",22.538462
652.000000,"1. Cold (under 7c)",37.923077
653.000000,"3. (Warm 15c- 19c)",14.000000
654.000000,"1. Cold (under 7c)",19.923077
655.000000,"1. Cold (under 7c)",19.923077
656.000000,"2. Cool ( 7c - 14c)",22.538462
657.000000,"1. Cold (under 7c)",26.307692
658.000000,"1. Cold (under 7c)",37.923077
659.000000,"1. Cold (under 7c)",20.846154
660.000000,"1. Cold (under 7c)",31.461538
661.000000,"1. Cold (under 7c)",31.461538
662.000000,"1. Cold (under 7c)",19.923077
663.000000,"1. Cold (under 7c)",29.230769
664.000000,"2. Cool ( 7c - 14c)",22.538462
665.000000,"1. Cold (under 7c)",16.846154
666.000000,"3. (Warm 15c- 19c)",17.769231
667.000000,"1. Cold (under 7c)",19.923077
668.000000,"2. Cool ( 7c - 14c)",24.307692
669.000000,"4. Hot  (20c and over)",26.461538
670.000000,"1. Cold (under 7c)",19.923077
671.000000,"3. (Warm 15c- 19c)",17.769231
672.000000,"1. Cold (under 7c)",26.923077
673.000000,"1. Cold (under 7c)",18.076923
674.000000,"2. Cool ( 7c - 14c)",22.538462
675.000000,"1. Cold (under 7c)",26.923077
676.000000,"3. (Warm 15c- 19c)",29.076923
677.000000,"3. (Warm 15c- 19c)",29.076923
678.000000,"3. (Warm 15c- 19c)",14.000000
679.000000,"3. (Warm 15c- 19c)",17.769231
680.000000,"2. Cool ( 7c - 14c)",24.307692
681.000000,"1. Cold (under 7c)",31.461538
682.000000,"1. Cold (under 7c)",26.307692
683.000000,"2. Cool ( 7c - 14c)",25.769231
684.000000,"1. Cold (under 7c)",31.461538
685.000000,"2. Cool ( 7c - 14c)",22.538462
686.000000,"4. Hot  (20c and over)",26.461538
687.000000,"3. (Warm 15c- 19c)",14.000000
688.000000,"1. Cold (under 7c)",26.307692
689.000000,"1. Cold (under 7c)",19.923077
690.000000,"4. Hot  (20c and over)",15.692308
691.000000,"1. Cold (under 7c)",11.846154
692.000000,"1. Cold (under 7c)",19.923077
693.000000,"3. (Warm 15c- 19c)",31.769231
694.000000,"1. Cold (under 7c)",31.461538
695.000000,"2. Cool ( 7c - 14c)",24.307692
696.000000,"2. Cool ( 7c - 14c)",25.769231
697.000000,"1. Cold (under 7c)",29.230769
698.000000,"2. Cool ( 7c - 14c)",24.307692
699.000000,"1. Cold (under 7c)",31.461538
700.000000,"1. Cold (under 7c)",31.538462
701.000000,"1. Cold (under 7c)",18.076923
702.000000,"4. Hot  (20c and over)",15.692308
703.000000,"4. Hot  (20c and over)",23.769231
704.000000,"4. Hot  (20c and over)",24.769231
705.000000,"1. Cold (under 7c)",19.923077
706.000000,"3. (Warm 15c- 19c)",17.769231
707.000000,"1. Cold (under 7c)",26.307692
708.000000,"1. Cold (under 7c)",31.538462
709.000000,"1. Cold (under 7c)",37.923077
710.000000,"3. (Warm 15c- 19c)",14.000000
711.000000,"1. Cold (under 7c)",31.538462
712.000000,"3. (Warm 15c- 19c)",29.076923
713.000000,"1. Cold (under 7c)",26.307692
714.000000,"1. Cold (under 7c)",16.846154
715.000000,"2. Cool ( 7c - 14c)",22.538462
716.000000,"2. Cool ( 7c - 14c)",24.307692
717.000000,"1. Cold (under 7c)",19.923077
718.000000,"4. Hot  (20c and over)",15.692308
719.000000,"1. Cold (under 7c)",19.923077
720.000000,"1. Cold (under 7c)",31.461538
721.000000,"1. Cold (under 7c)",20.846154
722.000000,"1. Cold (under 7c)",16.846154
723.000000,"3. (Warm 15c- 19c)",31.769231
724.000000,"4. Hot  (20c and over)",15.692308
725.000000,"4. Hot  (20c and over)",23.769231
726.000000,"1. Cold (under 7c)",20.846154
727.000000,"4. Hot  (20c and over)",15.692308
728.000000,"4. Hot  (20c and over)",15.692308
729.000000,"1. Cold (under 7c)",20.846154
730.000000,"3. (Warm 15c- 19c)",17.769231
731.000000,"2. Cool ( 7c - 14c)",22.538462
732.000000,"1. Cold (under 7c)",31.461538
733.000000,"1. Cold (under 7c)",20.846154
734.000000,"2. Cool ( 7c - 14c)",24.307692
735.000000,"4. Hot  (20c and over)",26.461538
736.000000,"4. Hot  (20c and over)",15.692308
737.000000,"1. Cold (under 7c)",20.846154
738.000000,"2. Cool ( 7c - 14c)",24.307692
739.000000,"2. Cool ( 7c - 14c)",24.307692
740.000000,"3. (Warm 15c- 19c)",29.076923
741.000000,"1. Cold (under 7c)",18.076923
742.000000,"1. Cold (under 7c)",18.076923
743.000000,"1. Cold (under 7c)",20.846154
744.000000,"2. Cool ( 7c - 14c)",22.538462
745.000000,"4. Hot  (20c and over)",15.692308
746.000000,"2. Cool ( 7c - 14c)",25.769231
747.000000,"1. Cold (under 7c)",31.538462
748.000000,"4. Hot  (20c and over)",26.461538
749.000000,"3. (Warm 15c- 19c)",17.769231
750.000000,"1. Cold (under 7c)",11.846154
751.000000,"1. Cold (under 7c)",26.923077
752.000000,"2. Cool ( 7c - 14c)",26.923077
753.000000,"1. Cold (under 7c)",34.923077
754.000000,"1. Cold (under 7c)",28.230769
755.000000,"4. Hot  (20c and over)",22.076923
756.000000,"2. Cool ( 7c - 14c)",26.923077
757.000000,"1. Cold (under 7c)",37.923077
758.000000,"2. Cool ( 7c - 14c)",22.538462
759.000000,"1. Cold (under 7c)",20.846154
760.000000,"3. (Warm 15c- 19c)",17.769231
761.000000,"3. (Warm 15c- 19c)",17.769231
762.000000,"2. Cool ( 7c - 14c)",22.538462
763.000000,"1. Cold (under 7c)",37.923077
764.000000,"1. Cold (under 7c)",20.846154
765.000000,"3. (Warm 15c- 19c)",29.076923
766.000000,"1. Cold (under 7c)",18.076923
767.000000,"2. Cool ( 7c - 14c)",25.769231
768.000000,"1. Cold (under 7c)",29.230769
769.000000,"1. Cold (under 7c)",11.846154
770.000000,"3. (Warm 15c- 19c)",17.769231
771.000000,"1. Cold (under 7c)",20.846154
772.000000,"4. Hot  (20c and over)",15.692308
773.000000,"3. (Warm 15c- 19c)",31.769231
774.000000,"1. Cold (under 7c)",26.307692
775.000000,"1. Cold (under 7c)",19.923077
776.000000,"1. Cold (under 7c)",31.461538
777.000000,"1. Cold (under 7c)",20.846154
778.000000,"2. Cool ( 7c - 14c)",25.769231
779.000000,"3. (Warm 15c- 19c)",17.769231
780.000000,"1. Cold (under 7c)",31.538462
781.000000,"3. (Warm 15c- 19c)",17.769231
782.000000,"2. Cool ( 7c - 14c)",24.307692
783.000000,"1. Cold (under 7c)",18.076923
784.000000,"1. Cold (under 7c)",11.846154
785.000000,"1. Cold (under 7c)",11.846154
786.000000,"3. (Warm 15c- 19c)",31.769231
787.000000,"1. Cold (under 7c)",16.846154
788.000000,"1. Cold (under 7c)",26.923077
789.000000,"4. Hot  (20c and over)",15.692308
790.000000,"3. (Warm 15c- 19c)",31.769231
791.000000,"1. Cold (under 7c)",18.076923
792.000000,"1. Cold (under 7c)",29.230769
793.000000,"3. (Warm 15c- 19c)",17.769231
794.000000,"1. Cold (under 7c)",29.230769
795.000000,"1. Cold (under 7c)",20.846154
796.000000,"2. Cool ( 7c - 14c)",24.307692
797.000000,"3. (Warm 15c- 19c)",14.000000
798.000000,"3. (Warm 15c- 19c)",14.000000
799.000000,"1. Cold (under 7c)",31.538462
800.000000,"2. Cool ( 7c - 14c)",24.307692
801.000000,"1. Cold (under 7c)",26.307692
802.000000,"1. Cold (under 7c)",29.692308
803.000000,"1. Cold (under 7c)",25.076923
804.000000,"4. Hot  (20c and over)",14.769231
805.000000,"1. Cold (under 7c)",25.076923
806.000000,"2. Cool ( 7c - 14c)",28.769231
807.000000,"1. Cold (under 7c)",26.307692
808.000000,"4. Hot  (20c and over)",14.769231
809.000000,"1. Cold (under 7c)",19.692308
810.000000,"3. (Warm 15c- 19c)",26.461538
811.000000,"3. (Warm 15c- 19c)",34.384615
812.000000,"4. Hot  (20c and over)",30.846154
813.000000,"4. Hot  (20c and over)",22.076923
814.000000,"4. Hot  (20c and over)",13.230769
815.000000,"1. Cold (under 7c)",18.538462
816.000000,"1. Cold (under 7c)",18.076923
817.000000,"1. Cold (under 7c)",29.230769
818.000000,"1. Cold (under 7c)",31.461538
819.000000,"1. Cold (under 7c)",19.923077
820.000000,"1. Cold (under 7c)",19.923077
821.000000,"2. Cool ( 7c - 14c)",25.769231
822.000000,"2. Cool ( 7c - 14c)",24.307692
823.000000,"1. Cold (under 7c)",37.923077
824.000000,"2. Cool ( 7c - 14c)",22.538462
825.000000,"2. Cool ( 7c - 14c)",24.307692
826.000000,"3. (Warm 15c- 19c)",17.769231
827.000000,"1. Cold (under 7c)",26.923077
828.000000,"4. Hot  (20c and over)",26.461538
829.000000,"1. Cold (under 7c)",18.076923
830.000000,"4. Hot  (20c and over)",15.692308
831.000000,"4. Hot  (20c and over)",15.692308
832.000000,"1. Cold (under 7c)",31.461538
833.000000,"2. Cool ( 7c - 14c)",22.538462
834.000000,"4. Hot  (20c and over)",15.692308
835.000000,"1. Cold (under 7c)",20.846154
836.000000,"1. Cold (under 7c)",19.923077
837.000000,"4. Hot  (20c and over)",15.692308
838.000000,"1. Cold (under 7c)",31.538462
839.000000,"2. Cool ( 7c - 14c)",22.538462
840.000000,"3. (Warm 15c- 19c)",14.000000
841.000000,"3. (Warm 15c- 19c)",31.769231
842.000000,"2. Cool ( 7c - 14c)",22.538462
843.000000,"1. Cold (under 7c)",19.923077
844.000000,"1. Cold (under 7c)",26.923077
845.000000,"1. Cold (under 7c)",11.846154
846.000000,"4. Hot  (20c and over)",15.692308
847.000000,"2. Cool ( 7c - 14c)",22.538462
848.000000,"1. Cold (under 7c)",37.923077
849.000000,"1. Cold (under 7c)",20.846154
850.000000,"1. Cold (under 7c)",29.230769
851.000000,"1. Cold (under 7c)",16.846154
852.000000,"1. Cold (under 7c)",26.923077
853.000000,"2. Cool ( 7c - 14c)",24.307692
854.000000,"1. Cold (under 7c)",19.923077
855.000000,"2. Cool ( 7c - 14c)",28.769231
856.000000,"1. Cold (under 7c)",14.769231
857.000000,"1. Cold (under 7c)",17.384615
858.000000,"1. Cold (under 7c)",28.230769
859.000000,"1. Cold (under 7c)",28.230769
860.000000,"1. Cold (under 7c)",26.307692
861.000000,"1. Cold (under 7c)",28.230769
862.000000,"4. Hot  (20c and over)",13.230769
863.000000,"1. Cold (under 7c)",24.923077
864.000000,"1. Cold (under 7c)",16.846154
865.000000,"1. Cold (under 7c)",16.846154
866.000000,"1. Cold (under 7c)",16.846154
867.000000,"1. Cold (under 7c)",11.846154
868.000000,"1. Cold (under 7c)",26.307692
869.000000,"3. (Warm 15c- 19c)",17.769231
870.000000,"2. Cool ( 7c - 14c)",22.538462
871.000000,"2. Cool ( 7c - 14c)",24.307692
872.000000,"1. Cold (under 7c)",31.461538
873.000000,"3. (Warm 15c- 19c)",14.000000
874.000000,"4. Hot  (20c and over)",26.461538
875.000000,"1. Cold (under 7c)",31.461538
876.000000,"1. Cold (under 7c)",20.846154
877.000000,"1. Cold (under 7c)",16.846154
878.000000,"3. (Warm 15c- 19c)",14.000000
879.000000,"1. Cold (under 7c)",26.923077
880.000000,"3. (Warm 15c- 19c)",29.076923
881.000000,"4. Hot  (20c and over)",23.769231
882.000000,"1. Cold (under 7c)",20.846154
883.000000,"2. Cool ( 7c - 14c)",22.538462
884.000000,"3. (Warm 15c- 19c)",14.000000
885.000000,"4. Hot  (20c and over)",26.461538
886.000000,"1. Cold (under 7c)",31.461538
887.000000,"3. (Warm 15c- 19c)",14.000000
888.000000,"4. Hot  (20c and over)",15.692308
889.000000,"1. Cold (under 7c)",26.307692
890.000000,"2. Cool ( 7c - 14c)",24.307692
891.000000,"1. Cold (under 7c)",31.461538
892.000000,"3. (Warm 15c- 19c)",17.769231
893.000000,"1. Cold (under 7c)",11.846154
894.000000,"4. Hot  (20c and over)",15.692308
895.000000,"3. (Warm 15c- 19c)",31.769231
896.000000,"1. Cold (under 7c)",31.538462
897.000000,"1. Cold (under 7c)",37.923077
898.000000,"4. Hot  (20c and over)",15.692308
899.000000,"3. (Warm 15c- 19c)",31.769231
900.000000,"3. (Warm 15c- 19c)",29.076923
901.000000,"1. Cold (under 7c)",37.923077
902.000000,"2. Cool ( 7c - 14c)",24.307692
903.000000,"1. Cold (under 7c)",18.076923
904.000000,"4. Hot  (20c and over)",26.461538
905.000000,"4. Hot  (20c and over)",15.692308
906.000000,"1. Cold (under 7c)",26.307692
907.000000,"1. Cold (under 7c)",19.923077
908.000000,"3. (Warm 15c- 19c)",17.769231
909.000000,"1. Cold (under 7c)",20.846154
910.000000,"2. Cool ( 7c - 14c)",26.923077
911.000000,"1. Cold (under 7c)",17.384615
912.000000,"1. Cold (under 7c)",25.076923
913.000000,"1. Cold (under 7c)",14.769231
914.000000,"1. Cold (under 7c)",26.307692
915.000000,"1. Cold (under 7c)",29.692308
916.000000,"4. Hot  (20c and over)",14.769231
917.000000,"2. Cool ( 7c - 14c)",29.230769
918.000000,"2. Cool ( 7c - 14c)",23.000000
919.000000,"4. Hot  (20c and over)",15.692308
920.000000,"1. Cold (under 7c)",18.076923
921.000000,"1. Cold (under 7c)",16.846154
922.000000,"4. Hot  (20c and over)",15.692308
923.000000,"1. Cold (under 7c)",18.076923
924.000000,"2. Cool ( 7c - 14c)",24.307692
925.000000,"1. Cold (under 7c)",37.923077
926.000000,"1. Cold (under 7c)",31.538462
927.000000,"3. (Warm 15c- 19c)",29.076923
928.000000,"1. Cold (under 7c)",31.538462
929.000000,"1. Cold (under 7c)",31.461538
930.000000,"3. (Warm 15c- 19c)",29.076923
931.000000,"4. Hot  (20c and over)",26.461538
932.000000,"2. Cool ( 7c - 14c)",25.769231
933.000000,"2. Cool ( 7c - 14c)",25.769231
934.000000,"3. (Warm 15c- 19c)",31.769231
935.000000,"1. Cold (under 7c)",31.461538
936.000000,"1. Cold (under 7c)",37.923077
937.000000,"1. Cold (under 7c)",16.846154
938.000000,"2. Cool ( 7c - 14c)",24.307692
939.000000,"1. Cold (under 7c)",37.923077
940.000000,"3. (Warm 15c- 19c)",17.769231
941.000000,"1. Cold (under 7c)",29.230769
942.000000,"1. Cold (under 7c)",26.307692
943.000000,"1. Cold (under 7c)",26.923077
944.000000,"1. Cold (under 7c)",18.076923
945.000000,"1. Cold (under 7c)",29.230769
946.000000,"4. Hot  (20c and over)",15.692308
947.000000,"3. (Warm 15c- 19c)",17.769231
948.000000,"1. Cold (under 7c)",31.461538
949.000000,"3. (Warm 15c- 19c)",31.769231
950.000000,"3. (Warm 15c- 19c)",31.769231
951.000000,"4. Hot  (20c and over)",26.461538
952.000000,"1. Cold (under 7c)",26.923077
953.000000,"1. Cold (under 7c)",20.846154
954.000000,"1. Cold (under 7c)",26.923077
955.000000,"1. Cold (under 7c)",16.846154
956.000000,"1. Cold (under 7c)",26.307692
957.000000,"1. Cold (under 7c)",26.307692
958.000000,"1. Cold (under 7c)",42.692308
959.000000,"4. Hot  (20c and over)",22.076923
960.000000,"4. Hot  (20c and over)",22.076923
961.000000,"1. Cold (under 7c)",42.692308
962.000000,"4. Hot  (20c and over)",22.076923
963.000000,"1. Cold (under 7c)",14.538462
964.000000,"1. Cold (under 7c)",18.461538
965.000000,"1. Cold (under 7c)",30.153846
966.000000,"2. Cool ( 7c - 14c)",29.230769
967.000000,"4. Hot  (20c and over)",12.538462
968.000000,"1. Cold (under 7c)",15.153846
969.000000,"1. Cold (under 7c)",9.846154
970.000000,"1. Cold (under 7c)",18.000000
971.000000,"2. Cool ( 7c - 14c)",7.384615
972.000000,"1. Cold (under 7c)",15.153846
973.000000,"2. Cool ( 7c - 14c)",15.692308
974.000000,"2. Cool ( 7c - 14c)",13.307692
975.000000,"1. Cold (under 7c)",19.538462
976.000000,"2. Cool ( 7c - 14c)",15.692308
977.000000,"1. Cold (under 7c)",9.846154
978.000000,"2. Cool ( 7c - 14c)",8.769231
979.000000,"1. Cold (under 7c)",14.230769
980.000000,"3. (Warm 15c- 19c)",20.615385
981.000000,"2. Cool ( 7c - 14c)",7.384615
982.000000,"2. Cool ( 7c - 14c)",7.153846
983.000000,"1. Cold (under 7c)",26.307692
984.000000,"2. Cool ( 7c - 14c)",9.538462
985.000000,"4. Hot  (20c and over)",15.230769
986.000000,"2. Cool ( 7c - 14c)",17.230769
987.000000,"2. Cool ( 7c - 14c)",7.153846
988.000000,"4. Hot  (20c and over)",6.923077
989.000000,"4. Hot  (20c and over)",15.230769
990.000000,"1. Cold (under 7c)",18.000000
991.000000,"3. (Warm 15c- 19c)",20.615385
992.000000,"1. Cold (under 7c)",9.846154
993.000000,"4. Hot  (20c and over)",15.230769
994.000000,"2. Cool ( 7c - 14c)",8.769231
995.000000,"1. Cold (under 7c)",19.538462
996.000000,"2. Cool ( 7c - 14c)",8.769231
997.000000,"2. Cool ( 7c - 14c)",15.692308
998.000000,"2. Cool ( 7c - 14c)",17.230769
999.000000,"2. Cool ( 7c - 14c)",7.153846
1000.000000,"1. Cold (under 7c)",18.000000
1001.000000,"4. Hot  (20c and over)",6.153846
1002.000000,"4. Hot  (20c and over)",12.538462
1003.000000,"2. Cool ( 7c - 14c)",9.538462
1004.000000,"1. Cold (under 7c)",18.000000
1005.000000,"2. Cool ( 7c - 14c)",8.000000
1006.000000,"4. Hot  (20c and over)",16.384615
1007.000000,"1. Cold (under 7c)",19.846154
1008.000000,"4. Hot  (20c and over)",19.230769
1009.000000,"4. Hot  (20c and over)",16.384615
1010.000000,"4. Hot  (20c and over)",8.692308
1011.000000,"4. Hot  (20c and over)",19.230769
1012.000000,"1. Cold (under 7c)",19.846154
1013.000000,"2. Cool ( 7c - 14c)",12.846154
1014.000000,"1. Cold (under 7c)",14.846154
1015.000000,"2. Cool ( 7c - 14c)",13.230769
1016.000000,"1. Cold (under 7c)",10.384615
1017.000000,"4. Hot  (20c and over)",9.307692
1018.000000,"2. Cool ( 7c - 14c)",10.538462
1019.000000,"2. Cool ( 7c - 14c)",14.076923
1020.000000,"1. Cold (under 7c)",14.230769
1021.000000,"2. Cool ( 7c - 14c)",7.384615
1022.000000,"2. Cool ( 7c - 14c)",9.538462
1023.000000,"4. Hot  (20c and over)",15.230769
1024.000000,"4. Hot  (20c and over)",6.923077
1025.000000,"4. Hot  (20c and over)",6.923077
1026.000000,"4. Hot  (20c and over)",6.923077
1027.000000,"4. Hot  (20c and over)",15.230769
1028.000000,"1. Cold (under 7c)",15.153846
1029.000000,"4. Hot  (20c and over)",12.538462
1030.000000,"2. Cool ( 7c - 14c)",12.307692
1031.000000,"2. Cool ( 7c - 14c)",8.769231
1032.000000,"1. Cold (under 7c)",26.307692
1033.000000,"1. Cold (under 7c)",26.307692
1034.000000,"1. Cold (under 7c)",9.846154
1035.000000,"4. Hot  (20c and over)",6.153846
1036.000000,"2. Cool ( 7c - 14c)",12.307692
1037.000000,"1. Cold (under 7c)",14.230769
1038.000000,"1. Cold (under 7c)",26.307692
1039.000000,"4. Hot  (20c and over)",12.538462
1040.000000,"2. Cool ( 7c - 14c)",8.769231
1041.000000,"2. Cool ( 7c - 14c)",9.538462
1042.000000,"2. Cool ( 7c - 14c)",8.769231
1043.000000,"4. Hot  (20c and over)",15.230769
1044.000000,"1. Cold (under 7c)",9.846154
1045.000000,"2. Cool ( 7c - 14c)",8.769231
1046.000000,"1. Cold (under 7c)",19.538462
1047.000000,"1. Cold (under 7c)",19.538462
1048.000000,"2. Cool ( 7c - 14c)",13.307692
1049.000000,"2. Cool ( 7c - 14c)",15.692308
1050.000000,"1. Cold (under 7c)",9.846154
1051.000000,"1. Cold (under 7c)",9.846154
1052.000000,"1. Cold (under 7c)",14.230769
1053.000000,"4. Hot  (20c and over)",15.230769
1054.000000,"2. Cool ( 7c - 14c)",15.692308
1055.000000,"2. Cool ( 7c - 14c)",17.153846
1056.000000,"3. (Warm 15c- 19c)",15.923077
1057.000000,"4. Hot  (20c and over)",8.692308
1058.000000,"2. Cool ( 7c - 14c)",9.923077
1059.000000,"1. Cold (under 7c)",14.307692
1060.000000,"1. Cold (under 7c)",27.461538
1061.000000,"2. Cool ( 7c - 14c)",17.230769
1062.000000,"3. (Warm 15c- 19c)",7.384615
1063.000000,"4. Hot  (20c and over)",6.153846
1064.000000,"1. Cold (under 7c)",14.230769
1065.000000,"4. Hot  (20c and over)",15.230769
1066.000000,"1. Cold (under 7c)",18.000000
1067.000000,"2. Cool ( 7c - 14c)",8.769231
1068.000000,"2. Cool ( 7c - 14c)",8.769231
1069.000000,"4. Hot  (20c and over)",6.153846
1070.000000,"4. Hot  (20c and over)",6.153846
1071.000000,"4. Hot  (20c and over)",12.923077
1072.000000,"2. Cool ( 7c - 14c)",12.307692
1073.000000,"2. Cool ( 7c - 14c)",15.692308
1074.000000,"1. Cold (under 7c)",18.000000
1075.000000,"1. Cold (under 7c)",26.307692
1076.000000,"1. Cold (under 7c)",15.153846
1077.000000,"2. Cool ( 7c - 14c)",15.692308
1078.000000,"2. Cool ( 7c - 14c)",8.769231
1079.000000,"4. Hot  (20c and over)",6.153846
1080.000000,"1. Cold (under 7c)",19.538462
1081.000000,"2. Cool ( 7c - 14c)",7.384615
1082.000000,"2. Cool ( 7c - 14c)",8.769231
1083.000000,"4. Hot  (20c and over)",12.923077
1084.000000,"3. (Warm 15c- 19c)",20.615385
1085.000000,"4. Hot  (20c and over)",12.923077
1086.000000,"4. Hot  (20c and over)",12.923077
1087.000000,"4. Hot  (20c and over)",6.923077
1088.000000,"2. Cool ( 7c - 14c)",9.538462
1089.000000,"4. Hot  (20c and over)",18.692308
1090.000000,"3. (Warm 15c- 19c)",20.615385
1091.000000,"4. Hot  (20c and over)",6.923077
1092.000000,"1. Cold (under 7c)",19.538462
1093.000000,"1. Cold (under 7c)",19.538462
1094.000000,"2. Cool ( 7c - 14c)",8.769231
1095.000000,"4. Hot  (20c and over)",18.692308
1096.000000,"1. Cold (under 7c)",15.153846
1097.000000,"1. Cold (under 7c)",14.230769
1098.000000,"2. Cool ( 7c - 14c)",13.307692
1099.000000,"2. Cool ( 7c - 14c)",7.384615
1100.000000,"2. Cool ( 7c - 14c)",8.769231
1101.000000,"1. Cold (under 7c)",15.153846
1102.000000,"2. Cool ( 7c - 14c)",7.384615
1103.000000,"4. Hot  (20c and over)",6.153846
1104.000000,"4. Hot  (20c and over)",12.538462
1105.000000,"1. Cold (under 7c)",9.846154
1106.000000,"2. Cool ( 7c - 14c)",20.923077
1107.000000,"4. Hot  (20c and over)",12.538462
1108.000000,"1. Cold (under 7c)",18.000000
1109.000000,"4. Hot  (20c and over)",15.230769
1110.000000,"1. Cold (under 7c)",15.153846
1111.000000,"2. Cool ( 7c - 14c)",7.153846
1112.000000,"2. Cool ( 7c - 14c)",17.230769
1113.000000,"2. Cool ( 7c - 14c)",12.846154
1114.000000,"1. Cold (under 7c)",11.384615
1115.000000,"2. Cool ( 7c - 14c)",17.230769
1116.000000,"1. Cold (under 7c)",30.153846
1117.000000,"1. Cold (under 7c)",30.153846
1118.000000,"4. Hot  (20c and over)",14.538462
1119.000000,"2. Cool ( 7c - 14c)",7.384615
1120.000000,"2. Cool ( 7c - 14c)",7.153846
1121.000000,"2. Cool ( 7c - 14c)",8.769231
1122.000000,"2. Cool ( 7c - 14c)",8.769231
1123.000000,"2. Cool ( 7c - 14c)",15.692308
1124.000000,"2. Cool ( 7c - 14c)",7.153846
1125.000000,"4. Hot  (20c and over)",12.923077
1126.000000,"1. Cold (under 7c)",14.230769
1127.000000,"2. Cool ( 7c - 14c)",13.307692
1128.000000,"1. Cold (under 7c)",9.846154
1129.000000,"4. Hot  (20c and over)",12.538462
1130.000000,"1. Cold (under 7c)",26.307692
1131.000000,"2. Cool ( 7c - 14c)",7.384615
1132.000000,"1. Cold (under 7c)",26.307692
1133.000000,"2. Cool ( 7c - 14c)",15.692308
1134.000000,"2. Cool ( 7c - 14c)",20.923077
1135.000000,"1. Cold (under 7c)",9.846154
1136.000000,"2. Cool ( 7c - 14c)",8.769231
1137.000000,"2. Cool ( 7c - 14c)",9.538462
1138.000000,"2. Cool ( 7c - 14c)",8.769231
1139.000000,"2. Cool ( 7c - 14c)",8.769231
